,yTestTrue,VGG16_0,VGG16_1,VGG16_2,VGG16_3,ResNet50_0,ResNet50_1,ResNet50_2,ResNet50_3,InceptionV3_0,InceptionV3_1,InceptionV3_2,InceptionV3_3,Xception_0,Xception_1,Xception_2,Xception_3
DME-98994-1,3,9.773585e-06,5.6775942e-08,2.2354159e-06,0.99998796,1.8208239e-05,1.539497e-07,1.2307886e-05,0.99996936,0.00018382794,2.5166262e-05,2.9633147e-05,0.9997613,8.1962463e-07,8.605621e-09,6.5785844e-06,0.9999926
DME-98994-2,3,6.50638e-08,2.5951846e-10,4.4005148e-08,0.9999999,2.418229e-06,1.4767211e-09,1.5692865e-05,0.9999819,0.0038171194,0.005390419,0.32854784,0.6622446,9.22562e-07,9.524647e-09,2.5840304e-06,0.9999964
DRUSEN-1083159-1,1,0.0001289236,0.9319332,0.067775786,0.00016213354,1.0253988e-06,0.99967885,1.403553e-05,0.00030600934,0.14792277,0.81023115,0.017136438,0.02470972,1.0520844e-08,1.0,5.5259605e-08,2.0592428e-10
DRUSEN-1112835-1,1,0.0060806447,0.8459064,0.12482494,0.02318808,0.010053292,0.9839072,0.0036245976,0.0024149974,0.47788844,0.40417787,0.110685155,0.007248617,0.11695115,0.37222785,0.5103508,0.00047024325
DRUSEN-1173253-1,1,2.2785787e-08,0.059826497,0.94017214,1.3911628e-06,6.365513e-06,0.09474463,0.9050201,0.00022879356,9.295864e-05,0.7669415,0.23251688,0.000448631,7.993328e-08,0.99937254,0.0006269382,4.769424e-07
DRUSEN-1193659-1,1,2.4190817e-07,0.9519636,0.047571562,0.00046465555,4.263429e-05,0.9962489,0.0035011768,0.00020731335,0.00044848156,0.84037113,0.1523536,0.0068267626,9.814973e-05,0.93959665,0.06006314,0.00024203608
DRUSEN-1219727-1,1,1.5191718e-05,0.9982571,0.001034422,0.0006932575,0.00011175549,0.99351925,0.0031220042,0.003246976,0.00022012152,0.9638379,0.024308823,0.011633168,9.333447e-06,0.9997379,0.00025026395,2.4604535e-06
DRUSEN-1225603-1,1,0.0033121556,0.99341846,0.000600941,0.0026685663,0.00683792,0.9930361,7.937767e-05,4.655664e-05,0.0416611,0.94462043,0.006531049,0.0071874335,0.00033707856,0.99949074,0.00010665652,6.5542816e-05
DRUSEN-1225603-2,1,0.001921076,0.8149618,0.008904415,0.17421268,0.044586513,0.94031066,0.008639396,0.0064634797,0.007031453,0.9656537,0.025939528,0.0013752277,1.805431e-05,0.9914288,0.0075023263,0.0010507673
DRUSEN-1237848-1,1,1.2456275e-06,0.6947716,0.30374795,0.0014792694,3.9965016e-07,0.99829465,0.00048826882,0.0012167783,0.00050529616,0.5293836,0.46881256,0.001298533,0.0009321842,0.95264006,0.041832257,0.0045956303
DRUSEN-1237848-2,1,0.00016100857,0.64851665,0.00039734034,0.35092506,0.0018958048,0.9975096,1.0737407e-05,0.00058378227,0.13101602,0.2661933,0.06538393,0.53740674,0.00019128449,0.954494,0.045249723,6.500261e-05
DRUSEN-1237848-3,1,6.2537088e-06,0.50495857,0.46587092,0.029164232,0.00099109,0.97283167,0.017038574,0.009138603,0.00016744388,0.98916733,0.010525972,0.00013927162,2.1013302e-05,0.97294825,0.02700739,2.3336772e-05
DRUSEN-1246453-1,1,1.1695552e-06,0.8446299,0.15536009,8.86366e-06,0.014449461,0.034990557,0.94979936,0.0007605894,0.0026144837,0.07658922,0.92013514,0.0006611897,0.00028478782,0.058214743,0.94149995,5.917714e-07
DRUSEN-1487749-1,1,7.313886e-05,0.9935434,0.006065866,0.00031760894,0.040976603,0.958085,0.0002875964,0.0006508186,0.06262551,0.921367,0.0012471052,0.014760369,0.0010457822,0.99890184,3.5570094e-05,1.6844897e-05
DRUSEN-1487749-2,1,0.0018341987,0.99192643,0.0041894536,0.0020498324,0.0005768719,0.9988593,0.00021930863,0.00034445972,0.00050290907,0.9979119,0.0003244041,0.0012607949,0.00033848273,0.9995914,5.124236e-05,1.8815019e-05
DRUSEN-1487749-3,1,0.0014370064,0.915005,0.08234502,0.0012129252,1.9435618e-05,0.9999168,6.0997783e-05,2.7218553e-06,0.034043413,0.92481095,0.031997357,0.009148231,1.6554023e-06,0.99999785,3.706801e-07,7.283576e-08
DRUSEN-1487749-4,1,0.0064789434,0.99316376,0.00019682897,0.00016049857,0.011800729,0.9880728,0.00011720266,9.233785e-06,0.93376577,0.06051213,0.00079428084,0.0049277986,0.00048740685,0.99950004,1.25390425e-05,1.6056447e-08
DRUSEN-1530990-1,1,0.00012499596,0.7272118,0.26340124,0.009261967,0.010366318,0.9883435,0.00012422971,0.00116595,0.0072768754,0.85718185,0.13453007,0.0010111948,0.009060994,0.9826334,0.007631053,0.0006745227
DRUSEN-1730592-1,1,5.2126705e-07,0.91317874,0.08681806,2.6730559e-06,0.0003234728,0.920606,0.06435047,0.014719935,0.009989021,0.3024195,0.6797936,0.007797964,8.610196e-06,0.9948443,0.00514678,1.9893675e-07
DRUSEN-1786810-1,1,0.00059348345,0.97177327,0.0021615718,0.025471691,0.00082192366,0.9696509,0.027755607,0.0017715675,0.039243802,0.79172117,0.14862078,0.020414267,0.026100276,0.93708336,0.035658486,0.0011578636
DRUSEN-1786810-2,1,2.853667e-06,0.2877455,0.71113586,0.0011156832,2.5981897e-05,0.16430424,0.8344608,0.0012090299,0.00029086438,0.089489155,0.90742785,0.0027921263,4.9472515e-06,0.9438621,0.056012437,0.000120600955
DRUSEN-1786810-3,1,1.1906909e-06,0.00851552,0.99107647,0.00040677804,1.7749978e-06,0.99884987,0.0008664413,0.00028192304,0.00059444143,0.5581948,0.43421134,0.006999425,8.6612204e-07,0.99887913,0.0010084001,0.00011156635
DRUSEN-1789270-1,1,1.5925254e-07,0.99849355,0.001495329,1.1008652e-05,0.0019766216,0.4373418,0.0028458466,0.55783576,5.9991864e-05,0.4142514,0.58213365,0.0035549498,8.1473405e-07,0.99937916,0.00061355485,6.366774e-06
DRUSEN-1793499-1,1,1.04136725e-05,0.99968934,0.0002950557,5.202952e-06,1.6873862e-05,0.9981206,0.0016215479,0.00024097355,0.001585869,0.9957639,0.0026243103,2.5919975e-05,3.1564926e-07,0.99998224,1.6678563e-05,7.5399504e-07
DRUSEN-1912508-1,1,0.0003996694,0.31061262,0.58302546,0.10596227,0.000114750736,0.39134035,0.09615032,0.5123946,0.18754168,0.5024787,0.3063393,0.0036402768,0.0001323372,0.9979966,0.0018122693,5.88006e-05
DRUSEN-1997439-1,1,3.579717e-06,0.99999344,9.899428e-07,1.964329e-06,0.00012793869,0.99877554,0.0006591685,0.0004372814,0.0006599265,0.9904455,0.008866538,2.8088265e-05,2.7719517e-08,0.9999825,1.643721e-05,1.0488062e-06
DRUSEN-1997439-2,1,2.652416e-06,0.98375374,0.016227618,1.5896372e-05,1.3788797e-05,0.99947387,0.0002639805,0.00024835925,0.013291587,0.8114782,0.15619548,0.019034753,1.2288453e-06,0.9993855,8.819057e-05,0.0005251605
DRUSEN-1997439-3,1,6.569429e-06,0.9833075,0.016093286,0.00059262465,0.00041218352,0.9985293,0.00042380302,0.00063467567,0.039378002,0.9230242,0.032786865,0.004811013,3.52048e-08,0.9999918,8.150923e-06,8.702012e-08
DRUSEN-1997439-4,1,5.319938e-06,0.99622655,0.003762361,5.781907e-06,0.0002603824,0.9938094,0.0043969,0.0015333098,0.002596934,0.5554683,0.4320612,0.009873526,2.074586e-06,0.99994826,4.314382e-05,6.576116e-06
DRUSEN-2108193-1,1,0.0010608329,0.8705299,0.1261825,0.0022268342,0.13946292,0.5717559,0.03254316,0.25623798,0.0016476769,0.98863924,0.008845108,0.0008679054,1.03676065e-07,0.9999871,1.2678307e-05,4.2936545e-08
DRUSEN-2108193-2,1,3.031921e-07,0.9978104,0.002189215,5.6240065e-08,5.0805593e-06,0.99634856,0.0034945896,0.00015174659,0.00095782685,0.9842869,0.014544168,0.00021103596,1.7519824e-05,0.9994504,0.00052923436,2.8173386e-06
DRUSEN-2128644-1,1,1.6011159e-06,0.9996383,0.00035941033,6.541972e-07,7.53394e-06,0.9996973,0.00026726048,2.7955992e-05,0.003485668,0.58932984,0.40697366,0.00021081194,1.2889404e-05,0.76749533,0.23248018,1.1620777e-05
DRUSEN-2128644-2,1,3.8064573e-07,0.99983704,0.0001619857,5.6805095e-07,7.153917e-05,0.99951077,0.00038577573,3.196743e-05,0.0012137672,0.9206451,0.07618528,0.0019559436,7.925607e-05,0.32483026,0.67504096,4.951759e-05
DRUSEN-2128644-3,1,6.2689173e-07,0.999933,6.489837e-05,1.4634226e-06,1.6212065e-05,0.97507024,0.023924325,0.0009892618,0.011366071,0.8902805,0.09653448,0.0018190086,1.6926491e-06,0.42769852,0.5722826,1.714974e-05
DRUSEN-2141150-1,1,4.717764e-05,0.99744296,0.0012595044,0.0012502875,0.07130192,0.830358,5.7409365e-05,0.09828268,0.058732294,0.8354849,0.0031879812,0.102594756,4.9871114e-06,0.9999931,1.7884528e-06,7.7193654e-08
DRUSEN-2156263-1,1,2.136656e-09,0.035598375,0.964385,1.6652615e-05,2.8630247e-06,0.5800242,0.40923142,0.010741543,0.0050034197,0.8672985,0.10950932,0.018188799,1.4015368e-06,0.9922883,0.007694458,1.5857951e-05
DRUSEN-2173657-1,1,6.816235e-06,0.99311227,0.006878087,2.7505903e-06,0.0048336415,0.993846,0.0012277492,9.25801e-05,0.0022301723,0.9272185,0.04601464,0.024536625,2.6431399e-06,0.9999839,1.21748735e-05,1.2921795e-06
DRUSEN-2180220-1,1,1.5438416e-06,0.8972943,0.102686115,1.808881e-05,0.00041848852,0.98150074,0.017838063,0.00024263063,0.0019435422,0.8482189,0.14877824,0.0010592872,0.0009447692,0.8576996,0.14135084,4.8867046e-06
DRUSEN-2185112-1,1,5.715489e-07,0.4671311,0.5328556,1.276163e-05,0.00036329185,0.5032196,0.491493,0.0049241288,0.00042195033,0.9531118,0.04067703,0.0057892012,3.896924e-08,0.9999622,3.778789e-05,3.4594032e-09
DRUSEN-2185112-2,1,5.3668776e-09,0.9969897,0.0030090907,1.1167489e-06,3.6015233e-05,0.99399734,0.0056715356,0.00029515242,2.1829372e-05,0.999323,0.0004005219,0.00025471143,2.5603757e-05,0.9954514,0.004496613,2.6372054e-05
DRUSEN-2232211-1,1,8.8983115e-06,0.99883455,0.000110195615,0.0010462999,0.005775409,0.9810712,0.00046131853,0.012692129,0.011640414,0.5895419,0.35709333,0.04172438,2.1078431e-05,0.97665185,0.023256278,7.081271e-05
DRUSEN-2253582-1,1,1.6790784e-06,0.9997173,0.00025195908,2.904325e-05,2.7831506e-06,0.99993837,1.4725352e-05,4.4134722e-05,0.0051494483,0.58900434,0.39460677,0.011239463,1.3700868e-06,0.99998915,9.279709e-06,2.584242e-07
DRUSEN-2257047-1,1,1.5824492e-06,0.75906056,0.24093096,6.939972e-06,5.0544686e-06,0.98264325,0.016667267,0.00068446697,0.021909142,0.8385076,0.12625118,0.013331999,0.00048685563,0.9451711,0.05433974,2.2725121e-06
DRUSEN-2257047-2,1,3.0589403e-05,0.98791933,0.011918183,0.00013178482,0.00025833203,0.4299215,0.5504387,0.019381465,0.0023347137,0.11138175,0.8856738,0.000609684,0.016518805,0.7578761,0.22077283,0.0048321714
DRUSEN-2257047-3,1,8.1483876e-08,0.8766971,0.1233027,6.791281e-08,0.00013390185,0.99918026,0.0005813514,0.00010450269,0.0012563098,0.9598533,0.038181324,0.0007091124,4.7535142e-08,0.99998176,1.778102e-05,5.0037926e-07
DRUSEN-2257047-4,1,6.385152e-06,0.99276054,0.007219325,1.3817851e-05,7.8053235e-05,0.989838,0.010056922,2.7037007e-05,0.014228484,0.968164,0.016011572,0.0015958922,0.06320983,0.8882119,0.04804204,0.0005361859
DRUSEN-2257047-5,1,6.0377445e-08,0.99694914,0.0030505953,1.644532e-07,0.00048375095,0.9805248,0.018518655,0.00047276748,0.00013836761,0.95123893,0.0022340624,0.04638869,3.5733678e-09,0.9999974,2.5249371e-06,5.871489e-08
DRUSEN-2257047-6,1,0.00011148302,0.8390995,0.1607669,2.2069205e-05,0.001015512,0.92242414,0.076309,0.00025139496,0.00087326457,0.98149097,0.017456407,0.0001792659,4.5000244e-05,0.9996499,0.00030471943,3.2319917e-07
DRUSEN-2257047-7,1,2.0351097e-05,0.9995272,8.258151e-05,0.00036981623,3.552581e-05,0.99661225,0.0020426437,0.0013096216,0.00020634364,0.996548,0.00239205,0.00085360993,3.6658414e-09,0.99999976,1.9915085e-07,4.485473e-09
DRUSEN-2257047-8,1,3.702601e-05,0.8656276,0.13430627,2.9139006e-05,0.00041198896,0.8331118,0.15635125,0.010124949,0.2192512,0.7368815,0.042010963,0.0018564148,1.22768e-05,0.98658025,0.013405423,2.0387395e-06
DRUSEN-228939-1,1,3.736072e-06,0.99939346,0.00042599367,0.0001768077,1.9541441e-05,0.9958949,0.0014157618,0.0026696946,0.0052473405,0.9881442,0.0009523723,0.005656054,1.5548825e-05,0.9996854,0.0002565203,4.262879e-05
DRUSEN-228939-2,1,0.0004845706,0.9990006,6.577925e-05,0.00044906407,0.13506484,0.8180517,0.026904428,0.01997909,0.0041016825,0.9904721,0.0054080356,1.827805e-05,5.3477504e-07,0.9999962,2.9498112e-06,3.611109e-07
DRUSEN-2308158-1,1,0.0032377667,0.97973335,0.0053550447,0.011673893,0.0002307933,0.99275666,0.0015299927,0.0054825437,0.0008361933,0.98637795,0.01164776,0.0011381732,1.0226702e-05,0.9999788,1.0976539e-05,1.5188e-08
DRUSEN-2403178-1,1,0.048386198,0.12099943,0.3800266,0.45058772,0.0008535038,0.9404481,0.057377577,0.0013208085,0.0033219834,0.7151608,0.19487053,0.08664667,0.00052600086,0.8695564,0.12959039,0.00032723483
DRUSEN-2403178-2,1,0.009830852,0.87215793,0.1179656,4.566075e-05,0.00023934596,0.9378664,0.06164432,0.00024987833,0.00019874546,0.9876567,0.010416762,0.0017277973,2.3589434e-06,0.9997727,0.00022470698,1.9529145e-07
DRUSEN-2403178-3,1,1.1577055e-05,0.007581939,0.99143314,0.0009733624,0.00042110792,0.60634047,0.31652966,0.07670876,0.0039438508,0.7956977,0.15285547,0.047502913,0.0007450057,0.9388499,0.0603642,4.0853614e-05
DRUSEN-2403178-4,1,2.6620046e-05,0.06809587,0.93186516,1.2316953e-05,0.012624016,0.9811292,0.003587073,0.002659575,0.019289147,0.30704865,0.65595657,0.017705642,0.0062945876,0.8650162,0.12865183,3.7307695e-05
DRUSEN-2403178-5,1,0.00034372802,0.08728287,0.91097116,0.0014022432,0.00019292679,0.0051423726,0.99450487,0.00015977668,2.7396658e-05,0.97734684,0.02245978,0.00016595256,0.00064579886,0.99656004,0.0027548326,3.935144e-05
DRUSEN-2403178-6,1,7.2004977e-06,0.13364889,0.86633766,6.300026e-06,0.00011382618,0.40825945,0.57476354,0.016863154,0.0001754176,0.9111984,0.088587575,3.8605158e-05,2.938573e-06,0.9868009,0.013195997,1.7935997e-07
DRUSEN-2443068-1,1,7.610371e-07,0.98727405,0.012723207,2.0593102e-06,7.111173e-06,0.99992406,6.412593e-05,4.6698606e-06,0.0012512635,0.9575139,0.040902883,0.0003319052,0.000112464964,0.9992193,0.00066819007,8.8881244e-08
DRUSEN-2489093-1,1,0.00021427158,0.90157837,0.09785446,0.00035283694,0.0007984674,0.9617841,0.01524556,0.02217185,0.021711558,0.82878804,0.113738246,0.035762146,1.4508303e-05,0.9993304,0.0006534202,1.6917038e-06
DRUSEN-2489093-2,1,1.5157857e-06,0.9394001,0.060594097,4.1933085e-06,0.0006327024,0.9963432,0.00021568248,0.0028084249,0.0058126855,0.9667832,0.025455274,0.001948777,1.8906516e-06,0.9998492,0.00014891557,6.5249313e-09
DRUSEN-2510299-1,1,2.8933107e-07,0.99992406,6.78596e-05,7.811809e-06,0.00020939852,0.99958545,0.000103766004,0.000101456375,0.0002679207,0.99001616,0.0061318125,0.0035841307,2.509259e-05,0.9998325,0.00014225916,5.4063104e-08
DRUSEN-2510299-2,1,1.549406e-05,0.97526324,0.024692202,2.9081859e-05,1.5100864e-05,0.99741507,0.0010376467,0.0015321593,0.0019449112,0.9170295,0.07286913,0.008156501,0.00012767034,0.9830362,0.016708905,0.000127192
DRUSEN-2541184-1,1,5.1933766e-05,0.9993461,0.0006014408,5.3564025e-07,1.952425e-05,0.9981123,0.0018330032,3.522687e-05,0.0003552624,0.9829623,0.01159416,0.0050882315,1.3974001e-07,0.9998221,0.000154464,2.3394039e-05
DRUSEN-2785977-1,1,1.798595e-05,0.79260784,0.20736778,6.3805246e-06,0.000130705,0.9977482,0.0012933054,0.0008277639,0.09992273,0.79427356,0.10287803,0.0029256747,6.9651964e-05,0.99977,0.00015304393,7.387841e-06
DRUSEN-2951435-1,1,9.9875615e-06,0.6214541,0.37819305,0.00034283852,0.00024316418,0.004464277,0.74415946,0.2511331,0.00021669739,0.9833256,0.0063819895,0.010075698,1.4737449e-06,0.99999046,6.14044e-06,1.9825202e-06
DRUSEN-3017923-1,1,2.030303e-07,0.71157044,0.28840062,2.8740886e-05,0.006584878,0.6225481,0.35529092,0.01557612,0.007712433,0.8788674,0.105143316,0.008276818,1.1033147e-06,0.99767405,0.002300372,2.447882e-05
DRUSEN-303435-1,1,5.2362407e-06,0.19695921,0.7979333,0.0051022503,1.973343e-06,0.9841217,0.0005346435,0.015341658,0.008504396,0.9334073,0.028074797,0.030013416,6.484088e-05,0.9969695,0.0029493808,1.6203605e-05
DRUSEN-3214955-1,1,0.0027477026,0.87459666,0.12202302,0.0006326361,0.0011162424,0.9788031,0.016693264,0.003387392,0.03408623,0.43911502,0.26966137,0.25713745,2.8951614e-05,0.9874139,0.012552175,5.0054655e-06
DRUSEN-3241692-1,1,4.5598217e-08,0.9918182,0.007771273,0.00041057414,0.0010920734,0.98876184,0.0075165704,0.0026295173,0.024346745,0.67781395,0.2619158,0.0359235,1.0956181e-06,0.99946207,0.0005057372,3.1157266e-05
DRUSEN-3276918-1,1,0.00027594808,0.99795306,0.0014106253,0.00036032073,0.0019108927,0.9869011,0.01007136,0.0011167371,0.0011522995,0.99722457,0.0005128386,0.0011103236,2.6180065e-05,0.99993515,3.8476846e-05,1.1108354e-07
DRUSEN-3276918-2,1,0.017675614,0.18610573,0.1083868,0.68783176,0.011019973,0.005837142,0.00030894,0.98283386,0.16884033,0.8181802,0.00078528025,0.012194104,0.0015739809,0.9983992,2.5267664e-05,1.5405409e-06
DRUSEN-3317878-1,1,1.9530671e-07,0.99779993,0.0021990025,7.484308e-07,0.00012981326,0.9938711,0.005020364,0.0009786375,0.00088002696,0.9354804,0.062366918,0.0012726474,5.8430015e-08,0.9999975,2.4917636e-06,5.9172237e-08
DRUSEN-3424668-1,1,2.7652607e-07,0.9516774,0.048320487,1.8720158e-06,8.777941e-06,0.9999007,8.6626416e-05,3.842123e-06,0.0015030163,0.99633044,0.0020450302,0.00012150232,3.755671e-07,0.999564,0.00043558056,8.275669e-08
DRUSEN-3424668-2,1,1.7177743e-05,0.118883766,0.88049877,0.0006002701,8.6058805e-07,0.9987369,0.0011143191,0.0001479617,0.0019761045,0.80631864,0.19115655,0.0005486219,0.0007082455,0.9720766,0.027169608,4.5551318e-05
DRUSEN-3424668-3,1,4.132406e-05,0.930794,0.05566317,0.013501492,0.14846578,0.760225,0.06550165,0.025807561,0.0019135876,0.93112534,0.06502725,0.0019338136,3.8154703e-05,0.9998227,0.00011658694,2.2613656e-05
DRUSEN-3424668-4,1,7.598289e-07,0.9977977,0.0021977962,3.7474992e-06,0.00039266216,0.9952442,0.003240013,0.0011230787,0.00052951643,0.9930646,0.0058265617,0.00057930325,4.8586144e-06,0.99986386,0.00012453657,6.7488777e-06
DRUSEN-3439251-1,1,7.403945e-05,0.3644816,0.6338127,0.0016316045,0.0042051338,0.97014064,0.017574886,0.008079395,4.5116172e-05,0.9969317,0.0029474862,7.563901e-05,9.858129e-06,0.9991629,0.0006260462,0.00020121621
DRUSEN-3439251-2,1,2.5232177e-06,0.00942016,0.98541784,0.005159398,0.0014442373,0.07747268,0.9182106,0.0028724007,0.010070756,0.88194776,0.106578365,0.0014030942,5.0740815e-05,0.9996164,0.0003269745,5.87386e-06
DRUSEN-3482415-1,1,1.3652568e-05,0.9746176,0.0065087345,0.018859921,0.0001428603,0.9891305,0.01065844,6.819668e-05,0.00037471156,0.979855,0.019422978,0.0003472741,1.0799677e-06,0.99993455,6.420212e-05,1.5628736e-07
DRUSEN-349021-1,1,4.2776087e-06,0.26685005,0.73313713,8.58051e-06,0.00014567631,0.9702683,0.02083347,0.008752653,0.0012220202,0.9693607,0.028768659,0.000648619,1.0756263e-08,0.9999969,3.0196825e-06,2.3201977e-08
DRUSEN-349021-2,1,2.8440236e-06,0.18340269,0.8165792,1.5282347e-05,1.8261702e-05,0.94273025,0.05229462,0.004956907,0.00010782478,0.09820004,0.9014935,0.00019857108,1.392495e-05,0.9998723,0.00011110936,2.6160935e-06
DRUSEN-3571629-1,1,1.7457296e-06,0.9967085,0.003287316,2.3723044e-06,0.001203919,0.91469306,0.08316123,0.00094184617,6.693623e-05,0.99975246,8.061432e-05,9.9983816e-05,2.3945669e-08,0.99973994,0.00026003938,4.9859672e-08
DRUSEN-364469-1,1,3.4797479e-06,0.9990766,0.0009157874,4.116538e-06,5.375773e-06,0.9955978,0.0030783173,0.0013186387,0.000109661574,0.8503953,0.14871214,0.0007828267,2.9402236e-06,0.9999422,5.1968804e-05,2.891624e-06
DRUSEN-364469-2,1,1.01270325e-05,0.997675,0.0021214972,0.00019340598,3.611658e-05,0.9761155,0.0011831126,0.022665333,1.9058703e-05,0.9720454,0.027886137,4.947366e-05,4.4546806e-07,0.99999666,2.7496849e-06,1.3088744e-07
DRUSEN-364469-3,1,0.00031251073,0.992636,0.0060989726,0.00095257105,0.0050339554,0.9926756,0.0013838798,0.0009066423,0.012288425,0.5924881,0.39514482,7.858877e-05,0.0006504514,0.9974203,0.0019279382,1.4205417e-06
DRUSEN-364469-4,1,8.070124e-06,0.9996481,0.0003404332,3.385589e-06,5.8484067e-05,0.99952745,0.00025197057,0.00016203427,0.04433326,0.6493362,0.29982,0.0065104817,2.8349774e-05,0.9998965,7.499249e-05,7.871307e-08
DRUSEN-4240777-1,1,5.3760255e-07,0.99989367,0.000103813945,1.8708192e-06,6.916467e-05,0.9940811,0.0058293534,2.0384918e-05,0.0035441315,0.9933329,0.0030301309,9.278812e-05,4.383716e-06,0.9990852,0.00091035984,7.6932976e-09
DRUSEN-4291972-1,1,1.2768479e-07,0.99967945,0.00029577405,2.4622967e-05,6.021983e-06,0.9972115,0.0027568783,2.5561265e-05,0.0014827299,0.86966884,0.011091623,0.11775686,6.9528173e-06,0.9997503,0.00024224259,4.756688e-07
DRUSEN-4293095-1,1,3.501688e-07,0.0352538,0.9647454,4.956539e-07,1.802102e-05,0.73040015,0.26637658,0.0032051734,0.00044699106,0.99845505,0.0009676522,0.00013033638,1.0266549e-08,0.99998665,1.3222936e-05,1.8145074e-07
DRUSEN-4293095-2,1,5.1671964e-08,0.99478406,0.005215261,7.411673e-07,3.9212115e-05,0.97997916,0.018563712,0.0014179095,2.267178e-05,0.9984503,0.0013957972,0.00013130651,5.416669e-06,0.99991274,7.305018e-05,8.850944e-06
DRUSEN-4304015-1,1,0.0055288784,0.9484134,0.0065552415,0.039502546,0.009159219,0.17026345,0.03301866,0.7875587,0.0041285707,0.562652,0.43224835,0.0009711311,2.1432132e-05,0.999686,0.00027332458,1.9250247e-05
DRUSEN-4314625-1,1,5.2890344e-05,0.984141,0.015757497,4.8649836e-05,0.00033751348,0.98093516,0.005404928,0.013322415,0.0010099206,0.38323814,0.59436655,0.021385374,1.2947411e-06,0.99802566,0.0019729673,1.1674404e-07
DRUSEN-4343867-1,1,1.8771457e-06,0.9053743,0.094597034,2.6859614e-05,6.614801e-05,0.9994741,0.00042973785,3.005278e-05,0.00011291322,0.9905096,0.009265442,0.00011209064,9.0087426e-08,0.9998543,0.0001455251,3.8082238e-08
DRUSEN-4343867-2,1,9.0971145e-05,0.8078644,0.1889627,0.003081898,0.001106329,0.9969343,0.001942933,1.642613e-05,2.2252625e-05,0.9985765,0.0013975134,3.6840734e-06,5.291604e-05,0.9993237,0.0006233324,1.557903e-08
DRUSEN-4379246-1,1,7.6496605e-08,0.99971324,0.00028624144,4.1974866e-07,1.254114e-05,0.9985524,0.0014340848,1.00735e-06,0.0168668,0.8892033,0.09272888,0.0012009694,5.7974776e-06,0.9998634,0.0001223195,8.462006e-06
DRUSEN-4379246-2,1,1.0889854e-06,0.9986111,0.0013806641,7.0966357e-06,5.3157407e-08,0.9995454,0.0001387857,0.00031577674,5.5615474e-05,0.9592847,0.0405576,0.00010210557,3.2196798e-08,0.9999801,1.9908466e-05,1.5128345e-08
DRUSEN-457907-1,1,1.0984982e-05,0.9921829,0.00020399646,0.0076020937,8.914083e-05,0.51680136,0.46825275,0.014856734,0.00030677638,0.60121816,0.36980414,0.028670968,2.551698e-07,0.99951446,0.00047563214,9.61322e-06
DRUSEN-4666680-1,1,0.000379206,0.993518,0.0038577337,0.0022450485,0.00027582145,0.99690455,0.00024323755,0.0025764012,0.001691409,0.982734,0.014845386,0.0007291683,0.0007231575,0.9977847,0.0014089273,8.3201776e-05
DRUSEN-4666680-2,1,5.131038e-05,0.9620845,0.037751827,0.00011239531,0.00037383288,0.9560338,0.025279315,0.018313058,0.001191146,0.97101814,0.017969232,0.00982153,1.5303357e-06,0.9983352,0.0016631167,2.1024996e-07
DRUSEN-4696998-1,1,0.0009630777,0.530975,0.0016480499,0.46641397,0.000806169,0.84559673,0.12627517,0.027321957,0.0035018728,0.70627785,0.038935646,0.25128472,1.7618555e-07,0.9993718,0.00062751013,5.957683e-07
DRUSEN-4878077-1,1,2.7864578e-08,0.99810094,0.0017755922,0.0001234412,8.60663e-06,0.0047890674,0.8120532,0.18314905,0.00016201044,0.9606862,0.036914937,0.0022368832,1.944443e-07,0.9999993,4.3488072e-07,2.5333573e-08
DRUSEN-4878077-2,1,1.1911336e-08,0.99044997,0.009547864,2.1326146e-06,2.6572734e-06,0.99628013,0.003486953,0.00023032122,0.00040977707,0.99686724,0.0026656669,5.732667e-05,0.00063382345,0.99224806,0.007115315,2.9090008e-06
DRUSEN-4878077-3,1,1.008764e-08,0.99788314,0.002116722,1.7289217e-07,1.8002253e-05,0.9479889,0.051940404,5.2751097e-05,0.0024431567,0.98909366,0.008106135,0.00035705775,2.134858e-08,0.99999285,6.9724742e-06,1.305125e-07
DRUSEN-4878077-4,1,2.2405441e-08,0.99814224,0.00067396637,0.0011837698,2.092418e-05,0.99297875,0.0062805214,0.0007198181,0.0011045258,0.81302136,0.15095991,0.034914214,5.0541553e-06,0.99854136,0.0014521001,1.5374517e-06
DRUSEN-4878077-5,1,1.2359145e-08,0.95783937,0.04208334,7.725686e-05,0.000263074,0.81194764,0.18745595,0.00033332082,0.0003609172,0.9914795,0.007998057,0.00016149292,3.2063529e-06,0.59013104,0.40986168,3.994719e-06
DRUSEN-4878077-6,1,2.3120405e-08,0.902529,0.09705451,0.00041646257,0.00021917539,0.87861043,0.12106171,0.00010859306,2.3190812e-05,0.99606955,0.0038904345,1.6813274e-05,1.5505101e-06,0.9887917,0.011206571,2.2540101e-07
DRUSEN-4904794-1,1,3.1266037e-08,0.99852633,0.0014727778,8.7391277e-07,8.9110814e-05,0.9971681,0.001516144,0.001226575,0.0015045471,0.99039185,0.0067971586,0.001306464,5.701504e-07,0.99998236,1.6342314e-05,6.581451e-07
DRUSEN-4951152-1,1,0.000115355455,0.65676814,0.3430846,3.193691e-05,2.3094015e-05,0.92316717,0.07674801,6.166073e-05,0.0010315288,0.7770866,0.22177128,0.00011060648,6.5690093e-09,0.999479,0.0005208115,1.6171232e-07
